3022553.25,6384202.0,1687374.25,4738257.5
2874784.75,5637955.5,2759774.0,4414852.5
2717046.5,5573637.5,2950949.5,3820314.0
2104232.0,6436086.5,3482536.75,2241430.5
1744237.0,6111376.5,3706918.25,1816647.875
1644515.875,8158405.0,3108412.25,1725238.375
2448884.25,10161890.0,2492330.25,3039430.5
1924100.125,8648796.0,3446839.25,1659740.0
1891313.375,7365658.0,5222763.0,1969096.875
1441317.0,5485112.5,6618136.5,2124466.5
1297989.375,4992613.0,3479703.0,2077638.875
1408694.25,5082232.0,5794718.0,1839910.75
824769.5625,5381660.5,6671355.0,2490045.25
851670.5,6851863.5,5937884.5,1627318.625
760097.9375,6813157.5,6433194.0,2077099.625
805230.75,6795990.5,6202218.5,1128891.875
1124702.5,7858180.0,5778903.5,1457668.0
958961.25,6445879.5,4629877.0,2113037.75
1517377.75,7717257.0,4229689.5,2256732.75
1694533.375,7066717.5,5965852.0,1609573.25
2406920.0,5907811.5,6506798.0,1729275.375
2775285.5,5674399.5,6559207.5,2305087.25
1989975.25,7229277.0,5431348.5,2150928.5
2974632.0,7517760.0,4528603.0,2264335.75
2332751.5,6896910.0,3709338.0,2705556.75
2898834.75,5547041.5,4815371.0,2050951.75
3869673.75,5927865.5,5186250.0,2371731.25
2791342.25,6627404.0,6104018.5,2484922.75
2759027.75,6635752.5,8271523.0,2584785.25
3257647.75,5819118.0,6314882.0,2288881.5
2746661.25,5481608.0,2859835.75,2530059.25
2723163.0,5267728.5,3404655.75,2176370.0
3203950.25,8202582.0,4324551.0,1811961.25
3747748.5,6879264.5,1880833.125,2144685.75
3696047.0,6108807.5,3478182.5,1677664.375
3245981.0,6794718.0,3234739.0,2217526.75
4156571.25,6702563.5,5486474.0,2462832.5
3091535.0,8845396.0,4015046.5,1879910.875
3199706.0,7406360.0,5342828.5,3185515.0
3935504.5,7294689.5,7172667.0,2698747.25
4611830.0,8175522.5,6957731.0,2616854.5
3154343.75,8477129.0,7499231.5,2811748.0
2649717.75,5933878.0,6825790.5,3306819.5
4537810.5,5598993.0,7421484.5,2148429.0
2520336.25,8169311.5,7542905.5,2145441.25
3597932.0,8889470.0,7396043.0,2194255.5
4126279.5,7156309.5,6360578.0,2763506.75
4530582.0,7387487.5,6198304.5,2294647.75
2222422.25,6868785.0,7088743.5,1871688.75
3254038.25,5269663.0,7589002.5,2753319.5
3643110.0,5629932.0,6429238.0,2469911.25
2956303.5,5595026.5,4075074.75,2478130.25
3517900.25,5345832.5,2621965.75,1479940.625
3226096.5,5125065.0,3059179.5,386804.875
3267824.75,5759771.5,4201618.0,992873.875
3053118.25,5640019.0,2697245.25,1848721.0
3698309.25,5455684.0,2648728.75,1289797.75
4446886.5,6339685.5,3781615.75,1241601.75
4246266.0,6765801.5,4404451.0,952915.5625
4704012.0,5391739.5,2681143.25,1450754.125
3880857.25,5288189.0,3072083.25,1976238.625
3442183.25,5384126.0,5091923.5,2158593.0
2919219.5,4400030.5,5835697.0,2180998.5
4611377.5,5062928.0,7488468.5,2486939.75
3467046.5,6268681.0,5176689.0,2786012.75
2938895.5,5078152.0,5130761.0,3467906.75
2964167.5,4809922.0,4807291.0,3309181.5
2438942.25,6463894.0,4933764.5,3293875.0
3229378.5,7618324.5,4614715.5,3302716.25
1333493.5,5096609.0,5794585.0,3010906.0
1276729.0,7300299.5,4862539.0,4568558.0
1873153.625,5100644.0,5279575.5,3793998.5
1301526.0,5319479.0,3306331.75,3339084.5
2045392.375,5434804.0,4529329.0,3488979.5
1443362.0,5361973.0,2565452.5,4224969.5
2161070.25,7190955.0,3124862.0,4602624.5
2814173.75,8008101.5,3821126.25,4300347.5
2849689.25,7222478.0,4059995.75,3450562.25
4236332.5,6255900.5,3759166.0,3335894.5
3252332.75,7518223.0,2953776.5,2824616.5
2690460.75,6657191.0,3504600.75,3730252.75
3718765.0,7068850.0,4615860.0,2980353.0
2449397.75,8696337.0,4007091.5,3473749.0
3285910.25,9289727.0,3824113.0,2845534.75
2061480.125,9700666.0,2817583.0,2495511.25
2146914.5,9256101.0,3487127.25,1606286.25
2564429.0,10162759.0,4761225.5,1791468.75
3316542.0,7637957.5,4809565.5,1691769.0
2349793.75,5534674.5,6500753.5,2349862.0
1734699.375,7003592.5,7475459.0,2300918.0
3259083.0,6890835.5,5961503.5,1520431.125
1475686.375,5257791.5,5626567.5,1491230.75
1317706.25,5575110.5,1664037.75,2641660.75
1144081.25,5011661.5,1347391.875,1625237.125
928708.5,5251189.0,1103732.875,2004448.25
946120.3125,7341556.5,3374886.25,1567136.625
485125.59375,6750135.0,3172500.75,2035935.875
1077268.0,6698865.5,2049686.5,1954811.125
1409929.5,7433351.5,1546166.0,2483853.5
1617558.875,5775715.0,3135770.75,2540292.5
2264771.5,5902681.0,4009619.25,2134926.5
2551346.0,6358152.5,3636917.25,1777836.0
2232750.0,6039854.0,2020081.75,2049500.125
3209486.5,5322795.0,2039523.5,2349123.25
2166757.5,5262140.0,3591836.5,2391102.25
1928163.875,3929944.75,3628075.25,2111687.5
1925620.125,4884613.0,4796249.0,1656928.125
1965777.625,5741607.5,3584917.75,1495822.875
3220863.75,7156632.5,3699479.5,2247595.5
2697914.25,5695565.5,4498309.0,2924950.0
3556983.75,5920399.0,4222339.5,2770183.75
